Param,Prime,Step,Compile Time,Setup Time,Witness Time,Proof Time,Verify Time,Proof Size,Proving Key Size,Verification Key Size,Witness Size
256,4283,100,52.151034797,29.647251521,11.942673578,27.944865469,.025342105,82323,1097251696,182153,103601968
256,4289,100,52.151034797,29.647251521,11.935128829,27.916074164,.024182001,82323,1097251696,182153,103601968
256,4297,100,52.151034797,29.647251521,11.931930153,28.175437682,.021515246,82323,1097251696,182153,103601968
256,4327,100,52.151034797,29.647251521,12.319823016,27.866776629,.022232287,82323,1097251696,182153,103601968
256,4337,100,52.151034797,29.647251521,12.016400133,28.017069231,.024978283,82323,1097251696,182153,103601968
256,4339,100,52.151034797,29.647251521,11.993573126,27.938713595,.025823999,82323,1097251696,182153,103601968
256,4349,100,52.151034797,29.647251521,11.989365004,28.555715495,.025239820,82323,1097251696,182153,103601968
256,4357,100,52.151034797,29.647251521,12.178986068,27.976125950,.065451476,82323,1097251696,182153,103601968
256,4363,100,52.151034797,29.647251521,12.465732806,28.020195064,.024520744,82323,1097251696,182153,103601968
256,4373,100,52.151034797,29.647251521,12.032234534,28.454220998,.075209040,82323,1097251696,182153,103601968
256,4391,100,52.151034797,29.647251521,12.232830418,28.532896722,.025123759,82323,1097251696,182153,103601968
256,4397,100,52.151034797,29.647251521,12.014420017,28.036034377,.024552905,82323,1097251696,182153,103601968
65536,4231,100,52.151034797,29.647251521,12.038013619,27.925355388,.023739089,82323,1097251696,182153,103601968
65536,4241,100,52.151034797,29.647251521,12.005406050,27.912074582,.025226324,82323,1097251696,182153,103601968
65536,4243,100,52.151034797,29.647251521,11.942300428,28.027952104,.024885968,82323,1097251696,182153,103601968
65536,4253,100,52.151034797,29.647251521,11.938397425,27.817230709,.023697961,82323,1097251696,182153,103601968
65536,4259,100,52.151034797,29.647251521,12.359048676,27.872443837,.024672342,82323,1097251696,182153,103601968
65536,4261,100,52.151034797,29.647251521,12.058725984,28.686145785,.023840632,82323,1097251696,182153,103601968
65536,4271,100,52.151034797,29.647251521,12.056688775,27.824001158,.024848246,82323,1097251696,182153,103601968
65536,4273,100,52.151034797,29.647251521,12.018352811,27.923144109,.023466010,82323,1097251696,182153,103601968
65536,4283,100,52.151034797,29.647251521,12.042605013,28.343006292,.024208470,82323,1097251696,182153,103601968
65536,4289,100,52.151034797,29.647251521,12.001326541,28.019563567,.024988412,82323,1097251696,182153,103601968
65536,4297,100,52.151034797,29.647251521,12.052092213,28.028069413,.025331474,82323,1097251696,182153,103601968
65536,4327,100,52.151034797,29.647251521,12.094602676,27.786869205,.023890026,82323,1097251696,182153,103601968
65536,4337,100,52.151034797,29.647251521,12.129523333,27.812929544,.024437616,82323,1097251696,182153,103601968
65536,4339,100,52.151034797,29.647251521,11.945449179,27.808254536,.023493112,82323,1097251696,182153,103601968
65536,4349,100,52.151034797,29.647251521,12.003655138,28.160756193,.024000015,82323,1097251696,182153,103601968
65536,4357,100,52.151034797,29.647251521,11.985381880,27.761437973,.024705024,82323,1097251696,182153,103601968
65536,4363,100,52.151034797,29.647251521,11.997214434,28.080230155,.025351491,82323,1097251696,182153,103601968
65536,4373,100,52.151034797,29.647251521,12.138109245,27.944125453,.025259857,82323,1097251696,182153,103601968
65536,4391,100,52.151034797,29.647251521,12.123825715,28.037134059,.025092340,82323,1097251696,182153,103601968
65536,4397,100,52.151034797,29.647251521,12.145477800,27.995473642,.025551512,82323,1097251696,182153,103601968
